dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2023-10-24T12:15:00Z","2023-10-24T14:00:00Z","2024-03-25T08:46:59Z","","sm-6428881@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-31T13:15:00Z","2023-10-31T15:00:00Z","2024-03-25T08:46:59Z","","sm-6428887@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-14T13:15:00Z","2023-11-14T15:00:00Z","2024-03-25T08:46:59Z","","sm-6428892@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-17T12:15:00Z","2023-10-17T14:00:00Z","2024-03-25T08:46:59Z","","sm-6428894@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-28T13:15:00Z","2023-11-28T15:00:00Z","2024-03-25T08:46:59Z","","sm-6428926@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-07T13:15:00Z","2023-11-07T15:00:00Z","2024-03-25T08:46:59Z","","sm-6428938@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-21T13:15:00Z","2023-11-21T15:00:00Z","2024-03-25T08:46:59Z","","sm-6428962@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-20T07:15:00Z","2023-11-20T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430463@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-10-09T08:15:00Z","2023-10-09T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430498@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-10-26T08:15:00Z","2023-10-26T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430562@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-10-30T09:15:00Z","2023-10-30T10:00:00Z","2024-03-25T08:46:59Z","","sm-6430580@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-11-06T07:15:00Z","2023-11-06T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430601@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-11-20T09:15:00Z","2023-11-20T10:00:00Z","2024-03-25T08:46:59Z","","sm-6430633@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-11-27T09:15:00Z","2023-11-27T10:00:00Z","2024-03-25T08:46:59Z","","sm-6430656@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-10-30T07:15:00Z","2023-10-30T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430711@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-10-16T08:15:00Z","2023-10-16T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430747@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-11-13T07:15:00Z","2023-11-13T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430770@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-11-27T07:15:00Z","2023-11-27T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430795@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-10-26T06:15:00Z","2023-10-26T08:00:00Z","2024-03-25T08:46:59Z","","sm-6430825@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-10-09T06:15:00Z","2023-10-09T08:00:00Z","2024-03-25T08:46:59Z","","sm-6430868@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-10-23T08:15:00Z","2023-10-23T09:00:00Z","2024-03-25T08:46:59Z","","sm-6430885@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-11-06T09:15:00Z","2023-11-06T10:00:00Z","2024-03-25T08:46:59Z","","sm-6430896@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-10-16T06:15:00Z","2023-10-16T08:00:00Z","2024-03-25T08:46:59Z","","sm-6430898@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-11-13T09:15:00Z","2023-11-13T10:00:00Z","2024-03-25T08:46:59Z","","sm-6430946@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460230\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Discrete Random Processes","OPAQUE"
"2023-10-23T06:15:00Z","2023-10-23T08:00:00Z","2024-03-25T08:46:59Z","","sm-6430967@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460232\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Discrete Random Processes","OPAQUE"
"2023-11-08T11:15:00Z","2023-11-08T15:00:00Z","2024-03-25T08:46:59Z","","sm-6431304@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-29T11:15:00Z","2023-11-29T15:00:00Z","2024-03-25T08:46:59Z","","sm-6431335@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-11T10:15:00Z","2023-10-11T14:00:00Z","2024-03-25T08:46:59Z","","sm-6431343@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-15T11:15:00Z","2023-11-15T15:00:00Z","2024-03-25T08:46:59Z","","sm-6431346@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-25T10:15:00Z","2023-10-25T14:00:00Z","2024-03-25T08:46:59Z","","sm-6431356@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-04T10:15:00Z","2023-10-04T14:00:00Z","2024-03-25T08:46:59Z","","sm-6431372@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-22T11:15:00Z","2023-11-22T15:00:00Z","2024-03-25T08:46:59Z","","sm-6431373@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-18T10:15:00Z","2023-10-18T14:00:00Z","2024-03-25T08:46:59Z","","sm-6431413@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460183\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-31T07:15:00Z","2023-10-31T09:00:00Z","2024-03-25T08:46:59Z","","sm-6308841@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-28T19:21:57Z","Nowowiejska 15/19, 00-665 Warszawa","2","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-10-16T20:30:00","2023-10-16T22:00:00","2024-03-25T08:46:59Z","","1kmfd5leq5t2bcc6sgdg0a0n8d@google.com","","2023-10-14T11:26:39Z","","2023-12-04T09:46:40Z","","1","CONFIRMED","Waterpolo training","OPAQUE"
"2023-10-17T20:30:00","2023-10-17T22:30:00","2024-03-25T08:46:59Z","","5qof7dsls3i02c90hj56ucbrfu@google.com","","2023-10-14T11:26:47Z","","2023-12-04T09:46:49Z","","2","CONFIRMED","Waterpolo training","OPAQUE"
"2023-10-19T20:30:00","2023-10-19T22:30:00","2024-03-25T08:46:59Z","","64sjepj56hh38b9o6so30b9k75gmcbb261gjebb4cgs32oj374r3gc9nck@google.com","","2023-11-20T15:19:33Z","","2023-12-04T09:46:56Z","","0","CONFIRMED","Waterpolo training","OPAQUE"
"2023-11-30T20:30:00","2023-11-30T22:00:00","2024-03-25T08:46:59Z","","64sjepj56hh38b9o6so30b9k75gmcbb261gjebb4cgs32oj374r3gc9nck_R20231130T193000@google.com","","2023-11-20T15:19:33Z","","2023-12-04T09:46:56Z","","0","CONFIRMED","Waterpolo training","OPAQUE"
"2024-01-10T20:00:00","2024-01-10T21:00:00","2024-03-25T08:46:59Z","mailto:fek5vnl2rig23qm5e0f2odk1qo@group.calendar.google.com","48kvn186da70sch5v80u1f1dvt@google.com","mailto:lldiegon@gmail.com","2024-01-05T17:12:21Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/onc-ubkf-vwq\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2024-01-10T00:12:54Z","","1","CONFIRMED","Wekelijkse meeting van de BOYS BV","OPAQUE"
"2024-02-11T12:00:00","2024-02-11T13:30:00","2024-03-25T08:46:59Z","","6sq32dhn6koj8bb675i3gb9k6gs3ebb2c8q64b9o64qjip1n74q3cdj4cg@google.com","","2024-02-11T13:09:37Z","","2024-02-11T13:09:37Z","","0","CONFIRMED","Waterpolo training","OPAQUE"
"2023-10-20T19:30:00","2023-10-20T21:30:00","2024-03-25T08:46:59Z","","2egnfd87d6idnd27asbc577unb@google.com","","2023-10-14T11:27:08Z","","2024-03-11T19:23:41Z","","0","CONFIRMED","Waterpolo training","OPAQUE"
"2024-03-15T19:30:00","2024-03-15T21:00:00","2024-03-25T08:46:59Z","","2egnfd87d6idnd27asbc577unb_R20240315T183000@google.com","","2023-10-14T11:27:08Z","","2024-03-11T19:23:41Z","","0","CONFIRMED","Waterpolo training","OPAQUE"
"2024-03-01T12:15:00","2024-03-01T14:15:00","2024-03-25T08:46:59Z","","0cgs5k9ckg8d90e5v0c58bfni5@google.com","","2024-02-23T09:25:57Z","","2024-03-13T09:26:09Z","","0","CONFIRMED","Computer graphics tutorial","OPAQUE"
"2024-06-11T14:00:00","2024-06-11T16:00:00","2024-03-25T08:46:59Z","","6v45vvppmouir1nir0ucjhrqr1@google.com","","2024-03-18T11:03:41Z","","2024-03-18T11:03:40Z","","0","CONFIRMED","Computer architecture tutorial","OPAQUE"
"2024-03-19T14:00:00","2024-03-19T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:08:31Z","","1","CONFIRMED","Computer architecture tutorial (room 139)","OPAQUE"
"2024-03-19T14:00:00","2024-03-19T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:08:31Z","","1","CONFIRMED","Computer architecture tutorial (room 139)","OPAQUE"
"2024-03-26T14:00:00","2024-03-26T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:08:31Z","","1","CONFIRMED","Computer architecture tutorial (room 139)","OPAQUE"
"2024-03-26T14:00:00","2024-03-26T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:26:54Z","","1","CONFIRMED","Computer architecture tutorial (room 139) RISC-V","OPAQUE"
"2024-04-23T14:00:00","2024-04-23T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:27:08Z","","1","CONFIRMED","Computer architecture tutorial (room 139) Intel arch","OPAQUE"
"2024-05-14T14:00:00","2024-05-14T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:27:48Z","","1","CONFIRMED","Computer architecture tutorial (room 139) consultations project RISC-V","OPAQUE"
"2024-05-21T14:00:00","2024-05-21T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:28:10Z","","1","CONFIRMED","Computer architecture tutorial (room 139) finish RISC-V project","OPAQUE"
"2024-05-28T14:00:00","2024-05-28T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:28:25Z","","1","CONFIRMED","Computer architecture tutorial (room 139) consultations Intel project","OPAQUE"
"2024-06-04T14:00:00","2024-06-04T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:28:35Z","","1","CONFIRMED","Computer architecture tutorial (room 139) finsih project Intel","OPAQUE"
"2024-06-11T14:00:00","2024-06-11T16:00:00","2024-03-25T08:46:59Z","","6v45vvppmouir1nir0ucjhrqr1@google.com","","2024-03-18T11:03:41Z","","2024-03-19T13:29:44Z","","0","CONFIRMED","TEST 2: Computer architecture tutorial 15:00 instead of 14:00","OPAQUE"
"2024-04-09T14:00:00","2024-04-09T16:00:00","2024-03-25T08:46:59Z","","erfgr6p8nabdbi4h02b11g0jpt_R20240326T130000@google.com","","2024-02-23T09:25:57Z","","2024-03-19T13:30:41Z","","1","CONFIRMED","TEST 1: Computer architecture tutorial (room 139) 15:00","OPAQUE"
